Company Name, CSRD, CBAM
Olympic Steel Inc.,NO,NO
ZoomInfo Technologies Inc,NO,NO
ZimVie Inc.,NO,NO
Zions Bancorporation N.A.,NO,NO
Zoom Video Communications Inc.,NO,NO
Zentalis Pharmaceuticals Inc.,NO,NO
Zapata Computing Holdings Inc.,NO,NO
Zscaler Inc.,NO,NO
Zumiez Inc.,NO,NO
Zevra Therapeutics Inc.,NO,NO
ZyVersa Therapeutics Inc.,NO,NO
Zymeworks Inc.,NO,NO
Zynex Inc.,NO,NO
Cassava Sciences Inc.,NO,NO
SBA Communications Corporation,NO,NO
Seacoast Banking Corporation of Florida,NO,NO
SB Financial Group Inc.,NO,NO
Sinclair Inc.,NO,NO
Sabra Health Care REIT Inc.,NO,NO
Southside Bancshares Inc.,NO,NO
Sterling Bancorp Inc.,NO,NO
Starbucks Corporation,YES,YES
Scholastic Corporation,NO,NO
Socket Mobile Inc.,NO,NO
Scilex Holding Company,NO,NO
comScore Inc.,NO,NO
scPharmaceuticals Inc.,NO,NO
ScanSource Inc.,NO,NO
Shoe Carnival Inc.,NO,NO
374Water Inc.,NO,NO
SecureWorks Corp.,NO,NO
SCYNEXIS Inc.,NO,NO
Schrodinger Inc.,NO,NO
Stronghold Digital Mining Inc.,NO,NO
Sadot Group Inc.,NO,NO
Stardust Power Inc.,NO,NO
Vivid Seats Inc.,NO,NO
Seelos Therapeutics Inc.,NO,NO
Seer Inc.,NO,NO
SEI Investments Company,NO,NO
Global Self Storage Inc.,NO,NO
Seneca Foods Corp.,NO,NO
Serve Robotics Inc.,NO,NO
Seven Hills Realty Trust,NO,NO
Sezzle Inc.,NO,NO
Sound Financial Bancorp Inc.,NO,NO
Stitch Fix Inc.,NO,NO
Sprouts Farmers Market Inc.,NO,NO
Simmons First National Corporation,NO,NO
Southern First Bancshares Inc.,NO,NO
Saga Communications Inc.,NO,NO
Safe & Green Holdings Corp.,NO,NO
Superior Group of Companies Inc.,NO,NO
Safe and Green Development Corporation,NO,NO
SMART Global Holdings Inc.,NO,NO
Sight Sciences Inc.,NO,NO
Singularity Future Technology Ltd.,NO,NO
SigmaTron International Inc.,NO,NO
Sangamo Therapeutics Inc.,NO,NO
Sagimet Biosciences Inc.,NO,NO
SPAR Group Inc.,NO,NO
Surgery Partners Inc.,NO,NO
Shore Bancshares Inc,NO,NO
Sotera Health Company,NO,NO
Sharecare Inc.,NO,NO
Shimmick Corporation,NO,NO
Shoals Technologies Group Inc.,NO,NO
Steven Madden Ltd.,NO,NO
Safety Shot Inc.,NO,NO
Shuttle Pharmaceuticals Holdings Inc.,NO,NO
The Shyft Group Inc.,NO,NO
SI-BONE Inc.,NO,NO
Sidus Space Inc.,NO,NO
Siebert Financial Corp.,NO,NO
SIGA Technologies Inc.,NO,NO
Selective Insurance Group Inc.,NO,NO
Silk Road Medical Inc.,NO,NO
Silo Pharma Inc.,NO,NO
SIM Acquisition Corp.,NO,NO
SiNtx Technologies Inc.,NO,NO
SiriusXM Holdings Inc.,NO,NO
SiTime Corporation,NO,NO
SK Growth Opportunities Corporation,NO,NO
The Beauty Health Company,NO,NO
Skyward Specialty Insurance Group Inc.,NO,NO
Skye Bioscience Inc.,NO,NO
SkyWater Technology Inc.,NO,NO
SkyWest Inc.,NO,NO
SKYX Platforms Corp.,NO,NO
Silicon Laboratories Inc.,NO,NO
Solid Biosciences Inc.,NO,NO
Solid Power Inc.,NO,NO
Super League Enterprise Inc.,NO,NO
SLM Corporation,NO,NO
Stabilis Solutions Inc.,NO,NO
Soluna Holdings Inc.,NO,NO
Soleno Therapeutics Inc.,NO,NO
Simulations Plus Inc.,NO,NO
SLR Investment Corp.,NO,NO
ACELYRIN INC.,NO,NO
Salarius Pharmaceuticals Inc.,NO,NO
SELLAS Life Sciences Group Inc.,NO,NO
Southern Missouri Bancorp Inc.,NO,NO
Super Micro Computer Inc.,NO,NO
Smart for Life Inc.,NO,NO
Smith-Midland Corporation,NO,NO
Semler Scientific Inc.,NO,NO
Summit Therapeutics Inc.,NO,NO
The Simply Good Foods Company,NO,NO
Smith Micro Software Inc.,NO,NO
Semtech Corporation,NO,NO
Sanara MedTech Inc.,NO,NO
Solarmax Technology Inc.,NO,NO
Snail Inc.,NO,NO
Stryve Foods Inc.,NO,NO
Sleep Number Corporation,NO,NO
Synchronoss Technologies Inc.,NO,NO
Sun Country Airlines Holdings Inc.,NO,NO
Smart Sand Inc.,NO,NO
Syndax Pharmaceuticals Inc.,NO,NO
SenesTech Inc.,NO,NO
StoneX Group Inc.,NO,NO
Security National Financial Corporation,NO,NO
Soligenix Inc.,NO,NO
Sonoma Pharmaceuticals Inc.,NO,NO
Synopsys Inc.,YES,YES
Synaptogenix Inc.,NO,NO
Sensei Biotherapeutics Inc.,NO,NO
Senti Biosciences Inc.,NO,NO
SOBR Safe Inc.,NO,NO
SoFi Technologies Inc.,NO,NO
Sotherly Hotels Inc.,NO,NO
Sonder Holdings Inc.,NO,NO
Sonim Technologies Inc.,NO,NO
Sonnet BioTherapeutics Holdings Inc.,NO,NO
Sonos Inc.,YES,YES
Society Pass Incorporated,NO,NO
Sono-Tek Corporation,NO,NO
SoundHound AI Inc,NO,NO
Sow Good Inc.,NO,NO
Safe Pro Group Inc.,NO,NO
South Plains Financial Inc.,NO,NO
Sacks Parente Golf Inc.,NO,NO
Spark I Acquisition Corp.,NO,NO
Spok Holdings Inc.,NO,NO
Spruce Biosciences Inc.,NO,NO
Spero Therapeutics Inc.,NO,NO
ARS Pharmaceuticals Inc.,NO,NO
SPS Commerce Inc.,NO,NO
Sprout Social Inc.,NO,NO
SpartanNash Company,NO,NO
Sportsman's Warehouse Holdings Inc.,NO,NO
Presidio Property Trust Inc.,NO,NO
SR Bancorp Inc.,NO,NO
1st Source Corporation,NO,NO
Stericycle Inc.,NO,NO
Surmodics Inc.,NO,NO
SRM Entertainment Inc.,NO,NO
Sarepta Therapeutics Inc.,NO,NO
Scholar Rock Holding Corporation,NO,NO
Sensus Healthcare Inc.,NO,NO
Surrozen Inc.,NO,NO
Summit State Bank,NO,NO
Southern States Bancshares Inc.,NO,NO
Silver Spike Investment Corp.,NO,NO
Strata Skin Sciences Inc.,NO,NO
SS&C Technologies Holdings Inc.,YES,YES
E.W. Scripps Company,NO,NO
SuRo Capital Corp.,NO,NO
SoundThinking Inc.,NO,NO
Stratasys Ltd.,NO,NO
STAAR Surgical Company,NO,NO
Staffing 360 Solutions Inc.,NO,NO
S&T Bancorp Inc.,NO,NO
Steel Connect Inc.,NO,NO
StepStone Group Inc.,NO,NO
Sterling Check Corp.,NO,NO
Star Holdings,NO,NO
Neuronetics Inc.,NO,NO
The ONE Group Hospitality Inc.,NO,NO
Steel Dynamics Inc.,YES,YES
Stoke Therapeutics Inc.,NO,NO
Strategic Education Inc.,NO,NO
Sterling Infrastructure Inc.,NO,NO
Streamline Health Solutions Inc.,NO,NO
Sutro Biopharma Inc.,NO,NO
Star Equity Holdings Inc.,NO,NO
Stratus Properties Inc.,NO,NO
STRATTEC SECURITY CORPORATION,NO,NO
Sharps Technology Inc.,NO,NO
Shattuck Labs Inc.,NO,NO
Sunrise Realty Trust Inc.,NO,NO
Supernus Pharmaceuticals Inc.,NO,NO
SurgePays Inc.,NO,NO
Service Properties Trust,NO,NO
Silvaco Group Inc.,NO,NO
Spring Valley Acquisition Corp. II,NO,NO
Savara Inc.,NO,NO
Stran & Company Inc.,NO,NO
Smith & Wesson Brands Inc.,NO,NO
Latham Group Inc.,NO,NO
SWK Holdings Corporation,NO,NO
Skyworks Solutions Inc.,NO,NO
SpringWorks Therapeutics Inc.,NO,NO
60 Degrees Pharmaceuticals Inc.,NO,NO
Stock Yards Bancorp Inc.,NO,NO
Synlogic Inc.,NO,NO
Symbotic Inc.,NO,NO
Synaptics Incorporated,NO,NO
Sypris Solutions Inc.,NO,NO
Syra Health Corp.,NO,NO
Spyre Therapeutics Inc.,NO,NO
Syros Pharmaceuticals Inc.,NO,NO
TransAct Technologies Incorporated,NO,NO
Taitron Components Incorporated,NO,NO
Talkspace Inc.,NO,NO
Protara Therapeutics Inc.,NO,NO
Tarsus Pharmaceuticals Inc.,NO,NO
TaskUs Inc.,NO,NO
Taylor Devices Inc.,NO,NO
The Bancorp Inc,NO,NO
Telesis Bio Inc.,NO,NO
Thornburg Income Builder Opportunities Trust,NO,NO
Trailblazer Merger Corporation I,NO,NO
Territorial Bancorp Inc.,NO,NO
TruBridge Inc.,NO,NO
Texas Capital Bancshares Inc.,NO,NO
TriCo Bancshares,NO,NO
Texas Community Bancshares Inc.,NO,NO
Third Coast Bancshares Inc.,NO,NO
Tactile Systems Technology Inc.,NO,NO
BlackRock TCP Capital Corp.,NO,NO
Alaunos Therapeutics Inc.,NO,NO
TScan Therapeutics Inc.,NO,NO
ThredUp Inc.,NO,NO
Bio-Techne Corp,NO,NO
Tectonic Financial Inc.,NO,NO
Tectonic Therapeutic Inc.,NO,NO
TELA Bio Inc.,NO,NO
Telomir Pharmaceuticals Inc.,NO,NO
Tempus AI Inc.,NO,NO
Tenable Holdings Inc.,NO,NO
Tenax Therapeutics Inc.,NO,NO
Teradyne Inc.,YES,YES
Terns Pharmaceuticals Inc.,NO,NO
TFF Pharmaceuticals Inc.,NO,NO
Triumph Financial Inc.,NO,NO
TFS Financial Corporation,NO,NO
Treasure Global Inc.,NO,NO
TG Therapeutics Inc.,NO,NO
Target Hospitality Corp.,NO,NO
Tharimmune Inc.,NO,NO
Thunder Bridge Capital Partners IV Inc.,NO,NO
First Financial Corporation Indiana,NO,NO
Third Harmonic Bio Inc.,NO,NO
Gentherm Inc,NO,NO
Thryv Holdings Inc.,NO,NO
Instil Bio Inc.,NO,NO
Interface Inc.,NO,NO
Tiptree Inc.,NO,NO
Titan Machinery Inc.,NO,NO
Tivic Health Systems Inc.,NO,NO
Alpha Teknova Inc.,NO,NO
Tandy Leather Factory Inc.,NO,NO
TLGY Acquisition Corporation,NO,NO
Talen Energy Corporation,NO,NO
Talphera Inc.,NO,NO
Tilray Brands Inc.,NO,NO
Telos Corporation,NO,NO
TriSalus Life Sciences Inc.,NO,NO
Treace Medical Concepts Inc.,NO,NO
TransMedics Group Inc.,NO,NO
TMT Acquisition Corp,NO,NO
T-Mobile US Inc.,YES,YES
Tandem Diabetes Care Inc.,NO,NO
TNF Pharmaceuticals Inc.,NO,NO
Tango Therapeutics Inc.,NO,NO
Tenon Medical Inc.,NO,NO
Agilent Technologies Inc.,NO,NO
Alcoa Corporation,YES,YES
Aarons Holdings Company Inc.,NO,NO
Advance Auto Parts Inc.,NO,NO
American Assets Trust Inc.,NO,NO
AllianceBernstein Holding L.P.,YES,NO
AbbVie Inc.,YES,YES
Ameris Bancorp,NO,NO
Asbury Automotive Group Inc,NO,NO
ABM Industries Incorporated,NO,NO
Arbor Realty Trust,NO,NO
Abbott Laboratories,YES,YES
Associated Capital Group Inc.,NO,NO
Arcosa Inc.,NO,NO
Acco Brands Corporation,NO,NO
Accel Entertainment Inc.,NO,NO
Archer Aviation Inc.,NO,NO
Albertsons Companies Inc.,NO,NO
AECOM,YES,NO
abrdn Income Credit Strategies Fund,NO,NO
ACRES Commercial Realty Corp.,NO,NO
Ares Commercial Real Estate Corporation,NO,NO
Virtus Diversified Income & Convertible Fund,NO,NO
Agree Realty Corporation,NO,NO
Archer-Daniels-Midland Company,YES,YES
Adient plc,YES,YES
ADT Inc.,NO,NO
Adams Diversified Equity Fund Inc.,NO,NO
Ameren Corporation,YES,YES
Aegon Funding Company LLC,YES,YES
American Eagle Outfitters Inc.,YES,YES
The AES Corporation,YES,YES
Atlas Energy Solutions Inc.,NO,NO
Aeva Technologies Inc.,NO,NO
American Financial Group Inc.,YES,NO
AFLAC Incorporated,YES,NO
AGCO Corporation,YES,YES
agilon health inc.,NO,NO
Federal Agricultural Mortgage Corporation,NO,NO
Avangrid Inc.,YES,YES
PlayAGS Inc.,NO,NO
Argan Inc.,NO,NO
Armada Hoffler Properties Inc.,NO,NO
Ashford Hospitality Trust Inc,NO,NO
C3.ai Inc.,NO,NO
American International Group Inc.,YES,YES
Albany International Corporation,NO,NO
AAR Corp.,NO,NO
Applied Industrial Technologies Inc.,NO,NO
Apartment Investment and Management Company,NO,NO
Assurant Inc.,YES,NO
Arthur J. Gallagher & Co.,YES,NO
Great Ajax Corp.,NO,NO
Acadia Realty Trust,NO,NO
Air Lease Corporation,NO,NO
Albemarle Corporation,YES,YES
Allete Inc.,YES,YES
Alexander & Baldwin Inc.,NO,NO
Alamo Group Inc.,NO,NO
Alight Inc.,NO,NO
Alaska Air Group Inc.,YES,YES
Allstate Corporation,YES,YES
Allegion plc,YES,NO
Ally Financial Inc.,YES,YES
Allison Transmission Holdings Inc.,NO,NO
Alta Equipment Group Inc.,NO,NO
Arcadium Lithium plc,NO,NO
Allurion Technologies Inc.,NO,NO
Alexander's Inc.,NO,NO
Antero Midstream Corporation,YES,NO
Ambac Financial Group Inc.,NO,NO
AMC Entertainment Holdings Inc.,NO,NO
AMETEK Inc.,YES,NO
Affiliated Managers Group Inc.,NO,NO
American Homes 4 Rent,NO,NO
AMN Healthcare Services Inc,NO,NO
Ameriprise Financial Inc.,YES,YES
Altus Power Inc.,NO,NO
Amprius Technologies Inc.,NO,NO
Amplify Energy Corp.,NO,NO
Alpha Metallurgical Resources Inc.,NO,NO
Ameresco Inc.,NO,NO
American Tower Corporation,YES,NO
Amerant Bancorp Inc.,NO,NO
American Well Corporation,NO,NO
AutoNation Inc.,YES,NO
Arista Networks Inc.,YES,NO
Abercrombie & Fitch Company,YES,NO
Annovis Bio Inc.,NO,NO
Angel Oak Mortgage REIT Inc.,NO,NO
Aon plc,YES,YES
Artivion Inc.,NO,NO
A.O. Smith Corporation,YES,NO
Ampco-Pittsburgh Corporation,NO,NO
Artisan Partners Asset Management Inc.,NO,NO
Air Products and Chemicals Inc.,YES,YES
APi Group Corporation,YES,NO
Amphenol Corporation,YES,NO
Apple Hospitality REIT Inc.,NO,NO
Apollo Global Management Inc.,YES,NO
Algonquin Power & Utilities Corp.,YES,YES
Antero Resources Corporation,YES,NO
ARC Document Solutions Inc.,NO,NO
Arch Resources Inc.,YES,YES
Ares Dynamic Credit Allocation Fund Inc.,NO,NO
Alexandria Real Estate Equities Inc.,YES,NO
Ares Management Corporation,YES,NO
Apollo Commercial Real Estate Finance Inc,NO,NO
Aris Water Solutions Inc.,NO,NO
American Realty Investors Inc.,NO,NO
Arlo Technologies Inc.,NO,NO
Aramark,YES,NO
Archrock Inc.,NO,NO
ARMOUR Residential REIT Inc.,NO,NO
Arrow Electronics Inc.,YES,NO
ASA Gold and Precious Metals Limited,NO,NO
Asana Inc.,NO,NO
Associated Banc-Corp,NO,NO
Liberty All-Star Growth Fund Inc.,NO,NO
ASGN Incorporated,NO,NO
Ashland Inc.,YES,NO
AdvanSix Inc.,NO,NO
Aspen Aerogels Inc.,NO,NO
A10 Networks Inc.,NO,NO
Adtalem Global Education Inc.,NO,NO
ATI Inc.,YES,NO
Atkore Inc.,NO,NO
Atmus Filtration Technologies Inc.,NO,NO
Atmos Energy Corporation,YES,YES
AptarGroup Inc.,YES,NO
Altice USA Inc.,YES,NO
Atlantic Union Bankshares Corporation,NO,NO
Avista Corporation,YES,YES
AvalonBay Communities Inc.,YES,NO
American Vanguard Corporation,NO,NO
Advent Convertible and Income Fund,NO,NO
Avanos Medical Inc.,NO,NO
Avient Corporation,YES,NO
Avantor Inc.,YES,NO
Avery Dennison Corporation,YES,YES
Alliancebernstein Global High Income Fund,NO,NO
Armstrong World Industries Inc,NO,NO
American Water Works Company Inc.,YES,YES
American States Water Company,NO,NO
Axos Financial Inc.,NO,NO
American Axle & Manufacturing Holdings Inc.,YES,NO
American Express Company,YES,YES
AMREP Corporation,NO,NO
Axalta Coating Systems Ltd.,YES,NO
Acuity Brands Inc.,YES,NO
The AZEK Company Inc.,NO,NO
AutoZone Inc.,YES,NO
AZZ Inc.,NO,NO
Barnes Group Inc.,NO,NO
Boeing Company,YES,YES
Bank of America Corporation,YES,YES
Booz Allen Hamilton Holding Corporation,YES,NO
Ball Corporation,YES,YES
Bally's Corporation,NO,NO
Banc of California Inc.,NO,NO
BARK Inc.,NO,NO
Baxter International Inc.,YES,YES
BigBear.ai Inc.,NO,NO
Barings BDC Inc.,NO,NO
BlackRock Taxable Municipal Bond Trust,NO,NO
Build-A-Bear Workshop Inc.,NO,NO
Bath & Body Works Inc.,YES,NO
Best Buy Co. Inc.,YES,YES
Brunswick Corporation,YES,NO
BlackRock Capital Allocation Term Trust,NO,NO
Boise Cascade L.L.C.,NO,NO
Brinks Company,NO,NO
Bain Capital Specialty Finance Inc.,NO,NO
BlackRock Resources Common Shares,NO,NO
Belden Inc,NO,NO
Blackrock Enhanced Equity Dividend Trust,NO,NO
Brandywine Realty Trust,NO,NO
Becton Dickinson and Company,YES,YES
Bloom Energy Corporation,NO,NO
Franklin Resources Inc.,YES,NO
Brookfield Renewable Corporation,YES,YES
Berry Global Group Inc.,YES,NO
Brown Forman Corporation,YES,YES
Bright Horizons Family Solutions Inc.,NO,NO
Bread Financial Holdings Inc.,NO,NO
BlackRock Municipal Income Trust,NO,NO
Butterfly Network Inc.,NO,NO
Saul Centers Inc.,NO,NO
BlackRock California Municipal Income Trust,NO,NO
Bunge Limited,YES,YES
Blackstone Strategic Credit 2027 Term Fund,NO,NO
Barings Global Short Duration High Yield Fund,NO,NO
BlackRock Energy and Resources Trust,NO,NO
B&G Foods Inc.,NO,NO
BGSF Inc.,NO,NO
BlackRock Floating Rate Income Trust,NO,NO
Blackrock Enhanced International Dividend Trust,NO,NO
Biglari Holdings Inc.,NO,NO
Benchmark Electronics Inc.,NO,NO
Blackrock Core Bond Trust,NO,NO
Berkshire Hills Bancorp Inc.,NO,NO
Braemar Hotels & Resorts Inc.,NO,NO
BlackRock Virginia Municipal Bond Trust,NO,NO
Biohaven Ltd.,NO,NO
BlackRock Innovation and Growth Term Trust,NO,NO
BILL Holdings Inc.,NO,NO
Bio-Rad Laboratories Inc.,NO,NO
BJ's Wholesale Club Holdings Inc.,YES,NO
The Bank of New York Mellon Corporation,YES,NO
Brookdale Senior Living Inc.,NO,NO
Buckle Inc. (The),NO,NO
Black Hills Corporation,NO,NO
Bakkt Holdings Inc.,NO,NO
BlackRock Investment Quality Municipal Trust,NO,NO
BlackSky Technology Inc.,NO,NO
BlackRock Income Trust Inc. (The),NO,NO
BankUnited Inc.,NO,NO
TopBuild Corp.,NO,NO
Builders FirstSource Inc.,NO,NO
BlackRock Municipal Income Trust II,NO,NO
BlackRock Inc.,YES,NO
Blend Labs Inc.,NO,NO
Blackrock Limited Duration Income Trust,NO,NO
Blackrock Health Sciences Trust,NO,NO
Badger Meter Inc.,NO,NO
Bank of America Corporation,YES,NO
Bristol-Myers Squibb Company,YES,NO
Barnes & Noble Education Inc,NO,NO
Broadstone Net Lease Inc.,NO,NO
Boston Omaha Corporation,NO,NO
The Beachbody Company Inc.,NO,NO
Blackrock Enhanced Global Dividend Trust,NO,NO
Bank of Hawaii Corporation,NO,NO
Boot Barn Holdings Inc.,NO,NO
Bowlero Corp.,NO,NO
Box Inc.,NO,NO
BP Prudhoe Bay Royalty Trust,NO,NO
Broadridge Financial Solutions Inc.,NO,NO
BellRing Brands Inc.,NO,NO
Brady Corporation,NO,NO
BRC Inc.,NO,NO
Bridge Investment Group Holdings Inc.,NO,NO
Berkshire Hathaway Inc.,YES,NO
Brown & Brown Inc.,NO,NO
Dutch Bros Inc.,NO,NO
BrightSpire Capital Inc.,NO,NO
BRT Apartments Corp. (MD),NO,NO
Saba Capital Income & Opportunities Fund,NO,NO
Brixmor Property Group Inc.,NO,NO
Blackstone Senior Floating Rate 2027 Term Fund,NO,NO
Black Stone Minerals L.P.,NO,NO
BlackRock Science and Technology Trust,NO,NO
Boston Scientific Corporation,YES,NO
BlackRock Long-Term Municipal Advantage Trust,NO,NO
John Hancock Financial Opportunities Fund,NO,NO
BlackRock Municipal 2030 Target Term Trust,NO,NO
Peabody Energy Corporation,NO,NO
BlackRock Credit Allocation Income Trust,NO,NO
BlackRock Utility Infrastructure & Power Opportunities Trust,NO,NO
Burlington Stores Inc.,NO,NO
BrightView Holdings Inc.,NO,NO
Babcock & Wilcox Enterprises Inc.,NO,NO
BorgWarner Inc.,NO,NO
BrandywineGLOBAL Global Income Opportunities Fund,NO,NO
BWX Technologies Inc.,NO,NO
Blackstone Inc.,YES,NO
Bluelinx Holdings Inc.,NO,NO
Blackstone Mortgage Trust Inc.,NO,NO
Nuveen S&P 500 Buy-Write Income Fund,NO,NO
BXP Inc.,NO,NO
Byline Bancorp Inc.,NO,NO
Boyd Gaming Corporation,NO,NO
Blackrock Municipal Income Quality Trust,NO,NO
Beyond Inc.,NO,NO
Beazer Homes USA Inc.,NO,NO
Citigroup Inc.,YES,NO
Cable One Inc.,NO,NO
CACI International Inc.,YES,NO
Cadence Bank,NO,NO
Morgan Stanley China A Share Fund Inc.,NO,NO
ConAgra Brands Inc.,YES,NO
Cardinal Health Inc.,YES,NO
Caleres Inc.,NO,NO
Calix Inc,NO,NO
CrossAmerica Partners LP,NO,NO
Carrier Global Corporation,YES,NO
Cars.com Inc.,NO,NO
Caterpillar Inc.,YES,NO
Cato Corporation (The),NO,NO
CAVA Group Inc.,NO,NO
CBL & Associates Properties Inc.,NO,NO
CBRE Group Inc,YES,NO
Cabot Corporation,NO,NO
Community Financial System Inc.,NO,NO
CBIZ Inc.,NO,NO
Chemours Company (The),NO,NO
Crown Castle Inc.,NO,NO
Crown Holdings Inc.,NO,NO
Carnival Corporation,YES,NO
Clear Channel Outdoor Holdings Inc.,NO,NO
CoreCard Corporation,NO,NO
Century Communities Inc.,NO,NO
Comcast Holdings ZONES,YES,NO
Coeur Mining Inc.,NO,NO
COPT Defense Properties,NO,NO
Cedar Realty Trust Inc.,NO,NO
Cadre Holdings Inc.,NO,NO
Celanese Corporation,NO,NO
The Central and Eastern Europe Fund Inc.,NO,NO
CONSOL Energy Inc.,NO,NO
CF Industries Holdings Inc.,YES,NO
Citizens Financial Group Inc.,YES,NO
Cullen/Frost Bankers Inc.,NO,NO
Community Healthcare Trust Incorporated,NO,NO
Church & Dwight Company Inc.,YES,NO
Chemed Corp,NO,NO
Chegg Inc.,NO,NO
Choice Hotels International Inc.,NO,NO
China Fund Inc. (The),NO,NO
ChargePoint Holdings Inc.,NO,NO
Chewy Inc.,NO,NO
The Cigna Group,YES,NO
Citizens Inc.,NO,NO
Ciena Corporation,NO,NO
MFS Intermediate High Income Fund,NO,NO
Blackrock Capital and Income Fund Inc.,NO,NO
Chimera Investment Corporation,NO,NO
CION Investment Corporation,NO,NO
Civitas Resources Inc.,NO,NO
Colgate-Palmolive Company,YES,NO
Chatham Lodging Trust,NO,NO
Cleveland-Cliffs Inc.,NO,NO
Clean Harbors Inc.,NO,NO
Clipper Realty Inc.,NO,NO
Clearwater Paper Corporation,NO,NO
Clorox Company (The),YES,NO
Comerica Incorporated,NO,NO
Commercial Metals Company,NO,NO
Chipotle Mexican Grill Inc.,YES,NO
Cummins Inc.,YES,NO
Compass Minerals Intl Inc,NO,NO
CMS Energy Corporation,YES,NO
Claros Mortgage Trust Inc.,NO,NO
MFS Municipal Income Trust,NO,NO
CNA Financial Corporation,NO,NO
Centene Corporation,YES,NO
Cinemark Holdings Inc,NO,NO
Core & Main Inc.,NO,NO
CONMED Corporation,NO,NO
Cannae Holdings Inc.,NO,NO
CNO Financial Group Inc.,NO,NO
CenterPoint Energy Inc,YES,NO
Cohen & Steers Inc,YES,NO
CNX Resources Corporation,NO,NO
D/B/A Compass Diversified Holdings,NO,NO
Capital One Financial Corporation,YES,NO
Coherent Corp.,NO,NO
Americold Realty Trust Inc.,NO,NO
Compass Inc.,NO,NO
Traeger Inc.,NO,NO
ConocoPhillips,YES,NO
Cencora Inc.,YES,NO
Coty Inc.,NO,NO
Coursera Inc.,NO,NO
Corpay Inc.,NO,NO
Central Pacific Financial Corp New,NO,NO
Chesapeake Utilities Corporation,NO,NO
Coupang Inc.,NO,NO
Cooper-Standard Holdings Inc.,NO,NO
Camden Property Trust,NO,NO
Cheniere Energy Partners LP,NO,NO
Crane Company,NO,NO
Corebridge Financial Inc.,NO,NO
California Resources Corporation,NO,NO
Crawford & Company,NO,NO
Crescent Energy Company,NO,NO
Carter's Inc.,NO,NO
Comstock Resources Inc.,NO,NO
Charles River Laboratories International Inc.,NO,NO
Salesforce Inc.,YES,NO
Carpenter Technology Corporation,NO,NO
Cross Timbers Royalty Trust,NO,NO
Carlisle Companies Incorporated,NO,NO
D/B/A Centerspace,NO,NO
Carriage Services Inc.,NO,NO
EIDP Inc.,NO,NO
Qwest Corporation,NO,NO
Catalent Inc.,NO,NO
CTO Realty Growth Inc.,NO,NO
Coterra Energy Inc.,NO,NO
CareTrust REIT Inc.,NO,NO
CTS Corporation,NO,NO
Corteva Inc.,NO,NO
Customers Bancorp Inc,NO,NO
Carnival Plc,YES,NO
Culp Inc.,NO,NO
Cousins Properties Incorporated,NO,NO
CVR Energy Inc.,NO,NO
Covenant Logistics Group Inc.,NO,NO
Carvana Co.,NO,NO
CVS Health Corporation,NO,NO
Chevron Corporation,NO,NO
Curtiss-Wright Corporation,NO,NO
Clearwater Analytics Holdings Inc.,NO,NO
Clearway Energy Inc.,NO,NO
Camping World Holdings Inc.,NO,NO
California Water Service Group,NO,NO
MFS High Income Municipal Trust,NO,NO
MFS Investment Grade Municipal Trust,NO,NO
Sprinklr Inc.,NO,NO
Crane NXT Co.,NO,NO
CoreCivic Inc.,NO,NO
Community Health Systems Inc.,NO,NO
Dominion Energy Inc.,NO,NO
Delta Air Lines Inc.,NO,NO
Dana Incorporated,NO,NO
Darling Ingredients Inc.,NO,NO
Dayforce Inc.,NO,NO
Diebold Nixdorf Incorporated,NO,NO
Designer Brands Inc.,NO,NO
DoubleLine Opportunistic Credit Fund,NO,NO
DigitalBridge Group Inc.,NO,NO
Donaldson Company Inc.,NO,NO
Ducommun Incorporated,NO,NO
DuPont de Nemours Inc.,NO,NO
3D Systems Corporation,NO,NO
Dillard's Inc.,NO,NO
Deere & Company,YES,YES
Easterly Government Properties Inc.,NO,NO
Deckers Outdoor Corporation,NO,NO
Douglas Emmett Inc.,NO,NO
Dell Technologies Inc.,NO,NO
Dream Finders Homes Inc.,NO,NO
Donnelley Financial Solutions Inc.,NO,NO
Discover Financial Services,NO,NO
Dollar General Corporation,NO,NO
Quest Diagnostics Incorporated,NO,NO
BNY Mellon High Yield Strategies Fund,NO,NO
D.R. Horton Inc.,NO,NO
Danaher Corporation,YES,NO
DHI Group Inc.,NO,NO
Dine Brands Global Inc.,NO,NO
HF Sinclair Corporation,NO,NO
Walt Disney Company,YES,NO
Delek US Holdings Inc.,NO,NO
Delek Logistics Partners L.P.,NO,NO
Dick's Sporting Goods Inc.,NO,NO
Dolby Laboratories,NO,NO
Digital Realty Trust Inc.,NO,NO
Deluxe Corporation,NO,NO
DoubleLine Yield Opportunities Fund,NO,NO
Desktop Metal Inc.,NO,NO
Western Asset Mortgage Opportunity Fund Inc.,NO,NO
Ginkgo Bioworks Holdings Inc.,NO,NO
Dun & Bradstreet Holdings Inc.,NO,NO
Danimer Scientific Inc.,NO,NO
DNOW Inc.,NO,NO
DNP Select Income Fund Inc.,NO,NO
Healthpeak Properties Inc.,NO,NO
DigitalOcean Holdings Inc.,NO,NO
Doximity Inc.,NO,NO
Doma Holdings Inc.,NO,NO
Douglas Elliman Inc.,NO,NO
Dover Corporation,NO,NO
Dow Inc.,NO,NO
Duff & Phelps Utility and Infrastructure Fund,NO,NO
Domino's Pizza Inc,NO,NO
Diamondrock Hospitality Company,NO,NO
